ProjectID,BuildingID,AffordabilityBand,TotalUnits
58891,19233,Very Low Income,8
58891,19799,Very Low Income,4
58891,19208,Low Income,7
58891,19208,Very Low Income,3
58908,206029,Extremely Low Income,55
58908,206029,Low Income,4
58908,206029,Very Low Income,4
58936,995014,Extremely Low Income,120
58936,995014,Low Income,94
58936,995014,Other,1
58954,968125,Low Income,80
58954,968125,Middle Income,134
58954,968125,Moderate Income,150
58954,968125,Other,1
58954,968125,Very Low Income,15
58955,968078,Extremely Low Income,20
58955,968078,Low Income,139
58955,968078,Moderate Income,44
58955,968078,Very Low Income,20
58965,969652,Extremely Low Income,82
58965,969652,Low Income,52
58965,969652,Other,1
58966,991185,Extremely Low Income,167
58966,991185,Other,1
58972,120972,Extremely Low Income,230
58972,120972,Low Income,14
58972,120972,Other,1
58972,120972,Very Low Income,38
58980,197971,Low Income,5
58980,197971,Very Low Income,7
58980,197980,Low Income,6
58980,197980,Other,1
58980,197980,Very Low Income,1
58980,197981,Low Income,4
58980,197981,Very Low Income,4
58980,197979,Low Income,6
58980,197979,Very Low Income,2
58992,88707,Extremely Low Income,1
58992,88707,Very Low Income,12
59031,208771,Extremely Low Income,1
59031,208771,Very Low Income,2
59031,131213,Extremely Low Income,2
59031,131213,Low Income,1
59031,131213,Very Low Income,3
59031,208777,Low Income,7
59031,208777,Very Low Income,1
59031,208772,Extremely Low Income,2
59031,208772,Other,1
59031,208772,Very Low Income,8
59031,355781,Extremely Low Income,1
59031,355781,Low Income,2
59031,355781,Very Low Income,7
59031,383808,Low Income,2
59031,383808,Very Low Income,6
59031,383810,Low Income,3
59031,383810,Very Low Income,7
59031,388137,Low Income,1
59031,388137,Very Low Income,7
59032,966928,Low Income,77
59032,966928,Middle Income,198
59032,966928,Moderate Income,14
59032,966928,Very Low Income,14
59058,45448,Extremely Low Income,13
59058,45448,Low Income,20
59058,45448,Other,1
59058,45448,Very Low Income,18
59104,72098,Extremely Low Income,1
59104,72098,Other,1
59104,72098,Very Low Income,107
59105,203239,Not Applicable,3
59105,203238,Not Applicable,3
59105,203237,Not Applicable,3
59105,203240,Not Applicable,3
59105,203236,Not Applicable,3
59105,203235,Not Applicable,3
59117,812599,Extremely Low Income,100
59117,812599,Very Low Income,31
59117,769124,Extremely Low Income,102
59117,769124,Low Income,6
59117,769124,Moderate Income,10
59117,812600,Extremely Low Income,94
59117,812600,Low Income,5
59117,812600,Very Low Income,16
59388,972462,Extremely Low Income,62
59388,972462,Other,1
59474,18849,Low Income,5
59474,18849,Very Low Income,5
59474,19124,Low Income,2
59474,19124,Very Low Income,2
59474,19910,Low Income,4
59474,19910,Very Low Income,5
59474,18781,Extremely Low Income,10
59474,18781,Low Income,3
59474,18781,Very Low Income,4
59474,18848,Extremely Low Income,1
59474,18848,Low Income,22
59474,18848,Other,1
59474,18848,Very Low Income,14
59474,23935,Extremely Low Income,2
59474,23935,Low Income,2
59474,23935,Very Low Income,5
59474,19114,Low Income,2
59474,19114,Very Low Income,5
59474,18990,Extremely Low Income,9
59474,18990,Low Income,8
59474,18990,Other,1
59474,18990,Very Low Income,16
59474,804664,Low Income,4
59474,804664,Very Low Income,6
59474,18870,Extremely Low Income,1
59474,18870,Low Income,2
59474,18870,Very Low Income,6
59474,18986,Extremely Low Income,6
59474,18986,Low Income,10
59474,18986,Very Low Income,20
59474,18783,Extremely Low Income,10
59474,18783,Low Income,23
59474,18783,Other,1
59474,18783,Very Low Income,17
59474,26271,Extremely Low Income,1
59474,26271,Low Income,5
59474,26271,Very Low Income,4
59474,1172,Low Income,1
59474,1172,Very Low Income,8
59474,18872,Extremely Low Income,2
59474,18872,Low Income,2
59474,18872,Very Low Income,5
59474,19757,Extremely Low Income,1
59474,19757,Low Income,20
59474,19757,Very Low Income,9
59474,18784,Extremely Low Income,7
59474,18784,Low Income,3
59474,18784,Other,1
59474,18784,Very Low Income,9
59474,18779,Extremely Low Income,1
59474,18779,Low Income,4
59474,18779,Very Low Income,4
59474,23936,Extremely Low Income,1
59474,23936,Low Income,1
59474,23936,Very Low Income,7
59474,26274,Extremely Low Income,6
59474,26274,Low Income,8
59474,26274,Very Low Income,4
59474,19758,Low Income,5
59474,19758,Other,1
59474,19758,Very Low Income,5
59495,969140,Extremely Low Income,40
59495,969140,Low Income,70
59495,969140,Moderate Income,25
59495,969140,Other,1
59637,39842,Low Income,10
59637,39842,Very Low Income,8
59637,39843,Extremely Low Income,2
59637,39843,Low Income,6
59637,39843,Moderate Income,1
59637,39843,Very Low Income,15
59740,969539,Extremely Low Income,60
59740,969539,Low Income,65
59740,969539,Other,1
59843,45626,Extremely Low Income,31
59843,45628,Extremely Low Income,32
59843,45627,Extremely Low Income,22
59946,37907,Extremely Low Income,50
59946,968807,Very Low Income,1
59946,968803,Extremely Low Income,23
59946,943790,Extremely Low Income,25
59946,37884,Very Low Income,24
59946,37876,Very Low Income,24
59946,968805,Very Low Income,1
59946,805950,Very Low Income,24
59946,40789,Extremely Low Income,24
59946,37892,Extremely Low Income,25
59946,968804,Very Low Income,24
59946,803906,Extremely Low Income,97
59946,37886,Extremely Low Income,25
59946,37885,Very Low Income,25
59946,40784,Low Income,24
59946,968806,Very Low Income,24
59946,28109,Extremely Low Income,108
59946,805949,Very Low Income,1
59976,79476,Other,1
59976,79476,Very Low Income,170
60000,6626,Low Income,45
60020,974093,Extremely Low Income,46
60020,974093,Low Income,102
60020,974093,Other,1
60020,974093,Very Low Income,5
60027,65043,Low Income,5
60027,65043,Other,1
60027,65043,Very Low Income,4
60027,119640,Extremely Low Income,1
60027,119640,Low Income,10
60027,119640,Very Low Income,10
60027,119648,Extremely Low Income,3
60027,119648,Low Income,7
60027,119648,Very Low Income,15
60027,64956,Low Income,4
60027,64956,Very Low Income,13
60031,976441,Extremely Low Income,39
60031,976441,Low Income,75
60031,976441,Other,1
60031,976441,Very Low Income,38
60034,117124,Extremely Low Income,1
60034,117124,Low Income,2
60034,117124,Very Low Income,7
60034,66882,Extremely Low Income,5
60034,66882,Low Income,1
60034,66882,Very Low Income,5
60034,67110,Extremely Low Income,2
60034,67110,Low Income,4
60034,67110,Very Low Income,8
60034,66855,Extremely Low Income,4
60034,66855,Low Income,8
60034,66855,Other,1
60034,66855,Very Low Income,13
60034,117122,Extremely Low Income,1
60034,117122,Low Income,2
60034,117122,Very Low Income,8
60034,117114,Extremely Low Income,1
60034,117114,Low Income,5
60034,117114,Very Low Income,5
60034,51243,Extremely Low Income,13
60034,51243,Low Income,11
60034,51243,Other,1
60034,51243,Very Low Income,24
60041,5610,Extremely Low Income,3
60041,5610,Moderate Income,5
60049,806009,Extremely Low Income,6
60049,806009,Low Income,8
60049,806009,Moderate Income,1
60049,806009,Very Low Income,11
60049,806010,Extremely Low Income,2
60049,806010,Low Income,10
60049,806010,Moderate Income,5
60049,806010,Very Low Income,14
60049,43662,Extremely Low Income,7
60049,43662,Low Income,9
60049,43662,Other,1
60049,43662,Very Low Income,9
60102,112880,Other,1
60102,112880,Very Low Income,35
60248,242056,Extremely Low Income,6
60248,242056,Low Income,4
60248,242056,Very Low Income,10
60249,971150,Low Income,59
60249,971150,Other,1
60249,971150,Very Low Income,60
60249,975072,Extremely Low Income,8
60249,975072,Low Income,40
60249,975072,Very Low Income,32
60319,970855,Low Income,27
60319,970855,Moderate Income,25
60319,970855,Other,1
60327,971011,Extremely Low Income,71
60327,971011,Low Income,46
60327,971011,Other,1
60342,47636,Extremely Low Income,1
60342,47636,Low Income,72
60342,47636,Very Low Income,53
60361,25115,Extremely Low Income,2
60361,25115,Low Income,16
60361,25115,Very Low Income,2
60425,973613,Extremely Low Income,15
60425,973613,Low Income,33
60425,973613,Other,1
60425,973613,Very Low Income,8
60427,805832,Extremely Low Income,28
60427,805832,Low Income,5
60427,805832,Very Low Income,2
60427,805835,Extremely Low Income,20
60427,805835,Low Income,1
60427,805835,Very Low Income,3
60427,805084,Extremely Low Income,15
60427,805084,Low Income,3
60427,805084,Very Low Income,5
60427,37471,Extremely Low Income,21
60427,37471,Low Income,3
60427,37471,Very Low Income,3
60427,25206,Extremely Low Income,14
60427,25206,Low Income,2
60427,25206,Very Low Income,1
60431,397332,Low Income,2
60431,809908,Extremely Low Income,31
60431,809908,Very Low Income,4
60431,839362,Low Income,1
60431,839362,Other,1
60431,839362,Very Low Income,32
60431,125692,Extremely Low Income,12
60431,125692,Very Low Income,16
60431,91424,Extremely Low Income,22
60431,91424,Other,1
60431,91424,Very Low Income,23
60431,221264,Extremely Low Income,15
60431,221264,Very Low Income,16
60431,88599,Extremely Low Income,19
60431,88599,Low Income,2
60431,88599,Other,1
60431,88599,Very Low Income,39
60431,45441,Extremely Low Income,19
60431,45441,Low Income,10
60431,45441,Very Low Income,13
60431,120928,Extremely Low Income,21
60431,120928,Low Income,3
60431,120928,Other,1
60431,120928,Very Low Income,20
60434,694857,Extremely Low Income,48
60434,694857,Low Income,4
60434,694857,Very Low Income,32
60434,405018,Extremely Low Income,50
60434,405018,Low Income,1
60434,405018,Very Low Income,9
60434,405889,Extremely Low Income,50
60434,405889,Low Income,2
60434,405889,Very Low Income,8
60434,405890,Extremely Low Income,50
60434,405890,Low Income,2
60434,405890,Very Low Income,8
60434,404642,Extremely Low Income,50
60434,404642,Low Income,10
60434,694855,Extremely Low Income,50
60434,694855,Low Income,7
60434,694855,Moderate Income,2
60434,694855,Very Low Income,1
60434,948405,Extremely Low Income,50
60434,948405,Low Income,6
60434,948405,Moderate Income,4
60435,305703,Extremely Low Income,10
60435,306891,Extremely Low Income,11
60505,975132,Extremely Low Income,8
60505,975132,Low Income,24
60505,975132,Other,1
60505,975132,Very Low Income,8
60762,723979,Low Income,177
60762,723979,Other,1
60779,974205,Extremely Low Income,27
60779,974205,Low Income,159
60779,974205,Other,1
60779,974205,Very Low Income,80
60784,37513,Moderate Income,15
60784,6097,Moderate Income,13
60810,972899,Extremely Low Income,33
60810,972899,Low Income,100
60810,972899,Moderate Income,17
60810,972899,Other,1
60810,972899,Very Low Income,16
60824,,Extremely Low Income,37
60824,,Other,1
60824,,Very Low Income,24
60963,988831,Extremely Low Income,75
60963,988831,Other,1
60963,164076,Extremely Low Income,8
60996,807003,Very Low Income,160
60996,115807,Other,1
60996,115807,Very Low Income,159
61186,979998,Extremely Low Income,88
61186,979998,Other,1
61271,99387,Extremely Low Income,54
61271,99387,Low Income,35
61271,99387,Other,1
61290,342273,Extremely Low Income,78
61290,342273,Low Income,50
61290,342273,Other,1
61297,972782,Extremely Low Income,40
61297,972782,Low Income,126
61297,972782,Moderate Income,6
61297,972782,Other,1
61297,972782,Very Low Income,17
61357,976032,Extremely Low Income,35
61357,976032,Low Income,87
61357,976032,Other,1
61357,976032,Very Low Income,52
61388,812713,Low Income,43
61388,812713,Middle Income,35
61388,812713,Moderate Income,33
61388,812713,Not Applicable,141
61388,812713,Other,1
61388,812713,Very Low Income,10
61405,976362,Extremely Low Income,16
61405,976362,Low Income,49
61405,976362,Middle Income,30
61405,976362,Moderate Income,19
61405,976362,Other,1
61405,976362,Very Low Income,38
61575,972764,Extremely Low Income,17
61575,972764,Low Income,34
61575,972764,Other,1
61575,972764,Very Low Income,15
61587,8083,Moderate Income,20
61593,66536,Extremely Low Income,94
61593,66536,Other,1
61593,66536,Very Low Income,3
61608,985808,Low Income,193
61608,985808,Other,1
61608,985808,Very Low Income,22
61609,,Extremely Low Income,23
61609,,Low Income,18
61609,,Other,1
61610,975569,Low Income,16
61610,975569,Moderate Income,28
61610,975569,Other,1
61611,995887,Extremely Low Income,8
61611,995887,Low Income,29
61611,995887,Moderate Income,42
61611,995887,Other,1
61611,995887,Very Low Income,14
61611,995888,Extremely Low Income,10
61611,995888,Low Income,58
61611,995888,Moderate Income,38
61611,995888,Other,1
61611,995888,Very Low Income,7
61611,975413,Extremely Low Income,5
61611,975413,Low Income,16
61611,975413,Moderate Income,31
61611,975413,Very Low Income,5
61612,975696,Extremely Low Income,40
61612,975696,Low Income,116
61612,975696,Other,1
61612,975696,Very Low Income,40
61616,876943,Extremely Low Income,17
61616,876943,Low Income,4
61616,876943,Other,1
61616,876943,Very Low Income,72
61625,92762,Extremely Low Income,49
61625,92762,Very Low Income,3
61639,88676,Extremely Low Income,4
61639,88676,Low Income,1
61639,88676,Other,1
61639,88676,Very Low Income,15
61639,65200,Extremely Low Income,4
61639,65200,Low Income,1
61639,65200,Very Low Income,15
61639,79796,Extremely Low Income,7
61639,79796,Low Income,3
61639,79796,Very Low Income,32
61639,79749,Extremely Low Income,2
61639,79749,Low Income,2
61639,79749,Very Low Income,20
61641,307960,Extremely Low Income,4
61641,307960,Low Income,1
61641,307960,Other,1
61641,307960,Very Low Income,8
61641,307963,Extremely Low Income,3
61641,307963,Low Income,1
61641,307963,Very Low Income,10
61641,377775,Low Income,8
61641,377775,Other,1
61641,377775,Very Low Income,5
61641,327778,Extremely Low Income,6
61641,327778,Low Income,1
61641,327778,Very Low Income,5
61641,307953,Extremely Low Income,3
61641,307953,Low Income,2
61641,307953,Very Low Income,9
61641,304938,Low Income,11
61641,304938,Other,1
61641,304938,Very Low Income,11
61641,304940,Extremely Low Income,1
61641,304940,Low Income,12
61641,304940,Very Low Income,10
61641,304943,Extremely Low Income,1
61641,304943,Low Income,4
61641,304943,Very Low Income,11
61641,808468,Extremely Low Income,2
61641,808468,Low Income,2
61641,808468,Very Low Income,12
61678,981992,Extremely Low Income,67
61678,981992,Low Income,76
61678,981992,Other,1
61678,981992,Very Low Income,34
61701,24188,Extremely Low Income,45
61701,24188,Low Income,1
61701,24188,Very Low Income,4
61728,975686,Extremely Low Income,28
61728,975686,Low Income,30
61728,975686,Other,1
61728,975686,Very Low Income,34
61740,996806,Extremely Low Income,83
61740,996806,Other,1
61765,975339,Extremely Low Income,26
61765,975339,Low Income,51
61765,975339,Other,1
61765,975339,Very Low Income,25
61799,975338,Extremely Low Income,75
61799,975338,Low Income,157
61799,975338,Other,1
61799,975338,Very Low Income,86
61837,43012,Moderate Income,20
61837,42889,Moderate Income,24
61840,23596,Moderate Income,3
61840,23579,Moderate Income,9
61840,23600,Moderate Income,3
61840,40420,Moderate Income,29
61840,23595,Moderate Income,4
61840,23595,Moderate Income,3
61840,23596,Moderate Income,4
61841,976015,Extremely Low Income,158
61841,976015,Other,1
61842,976583,Extremely Low Income,145
61842,976583,Other,1
61847,89826,Low Income,14
61847,89826,Other,1
61847,89826,Very Low Income,89
61848,809784,Extremely Low Income,3
61848,809784,Other,1
61848,809784,Very Low Income,59
61848,194840,Extremely Low Income,5
61848,194840,Very Low Income,57
61849,871701,Low Income,407
61849,871701,Moderate Income,7
61849,871701,Other,1
61849,89017,Low Income,454
61849,89017,Moderate Income,2
61875,804826,Extremely Low Income,69
61875,804826,Other,1
61875,804826,Very Low Income,326
61875,804652,Extremely Low Income,66
61875,804652,Very Low Income,310
61875,804825,Extremely Low Income,68
61875,804825,Other,1
61875,804825,Very Low Income,327
61875,413,Extremely Low Income,74
61875,413,Very Low Income,352
61877,5169,Extremely Low Income,3
61877,33920,Extremely Low Income,7
61877,33920,Low Income,1
61903,992044,Low Income,16
61903,992044,Other,1
61903,992044,Very Low Income,8
61931,981672,Middle Income,284
61931,981672,Moderate Income,90
61931,981672,Not Applicable,265
61931,981672,Other,1
61931,981672,Very Low Income,160
61967,19431,Extremely Low Income,56
61967,19431,Other,1
62039,934090,Low Income,79
62039,934090,Other,1
62057,349463,Moderate Income,5
62057,230287,Moderate Income,7
62057,217176,Moderate Income,6
62102,987587,Extremely Low Income,18
62102,987587,Low Income,125
62102,987587,Other,1
62102,987587,Very Low Income,36
62108,981578,Not Applicable,83
62109,987706,Low Income,37
62109,987706,Middle Income,127
62109,987706,Moderate Income,63
62109,987706,Other,1
62109,987706,Very Low Income,27
62163,107668,Low Income,6
62193,975454,Extremely Low Income,101
62193,975454,Low Income,200
62193,975454,Other,1
62193,975454,Very Low Income,101
62194,1006279,Extremely Low Income,109
62194,1006279,Low Income,217
62194,1006279,Other,1
62194,1006279,Very Low Income,109
62203,973532,Extremely Low Income,43
62203,973532,Low Income,28
62203,973532,Other,1
62204,333380,Low Income,4
62204,333380,Very Low Income,2
62208,45205,Low Income,5
62208,45204,Low Income,6
62209,52029,Extremely Low Income,247
62209,52029,Very Low Income,45
62210,810951,Extremely Low Income,4
62210,810951,Very Low Income,68
62210,810950,Extremely Low Income,56
62210,810950,Very Low Income,16
62210,564090,Extremely Low Income,5
62210,564090,Other,1
62210,564090,Very Low Income,66
62211,974229,Extremely Low Income,8
62211,974229,Low Income,37
62211,974229,Other,1
62211,974229,Very Low Income,3
62211,974227,Low Income,30
62211,974227,Other,1
62211,974227,Very Low Income,6
62211,974228,Low Income,41
62211,974228,Other,1
62211,974228,Very Low Income,10
62227,977442,Extremely Low Income,113
62227,977442,Low Income,49
62227,977442,Other,1
62229,996076,Extremely Low Income,278
62229,996076,Other,1
62241,965108,Extremely Low Income,6
62241,965108,Low Income,5
62241,965108,Moderate Income,9
62241,965108,Other,1
62241,965108,Very Low Income,3
62241,999639,Extremely Low Income,3
62241,999639,Low Income,2
62241,999639,Moderate Income,8
62241,999639,Very Low Income,1
62289,976044,Extremely Low Income,50
62289,976044,Low Income,16
62289,976044,Other,1
62289,976044,Very Low Income,4
62299,485350,Extremely Low Income,75
62299,485350,Low Income,124
62299,485350,Other,1
62962,975399,Extremely Low Income,19
62962,975399,Low Income,112
62962,975399,Moderate Income,19
62962,975399,Other,1
62962,975399,Very Low Income,38
63014,975336,Low Income,18
63014,975336,Other,1
63014,975336,Very Low Income,12
63026,974198,Extremely Low Income,93
63026,974198,Other,1
63036,983224,Extremely Low Income,53
63036,983224,Low Income,14
63036,983224,Other,1
63036,983224,Very Low Income,8
63122,974443,Extremely Low Income,121
63122,974443,Other,1
63151,988458,Extremely Low Income,36
63151,988458,Low Income,110
63151,988458,Other,1
63151,988458,Very Low Income,36
63154,959077,Low Income,33
63154,959077,Middle Income,170
63154,959077,Moderate Income,68
63154,959077,Other,1
63154,959077,Very Low Income,69
63172,974500,Extremely Low Income,8
63172,974500,Low Income,23
63172,974500,Moderate Income,50
63172,974500,Other,1
63172,974500,Very Low Income,21
63209,986657,Middle Income,40
63209,986657,Moderate Income,65
63209,986657,Not Applicable,208
63209,986657,Other,1
63209,986657,Very Low Income,80
63221,88010,Extremely Low Income,75
63221,88010,Low Income,2
63221,88010,Other,1
63221,88010,Very Low Income,81
63252,6478,Extremely Low Income,4
63252,6478,Very Low Income,2
63260,1006138,Extremely Low Income,51
63260,1006138,Low Income,74
63260,1006138,Other,1
63260,1006138,Very Low Income,43
63289,976532,Extremely Low Income,199
63289,976532,Other,1
63326,381711,Low Income,5
63326,381711,Moderate Income,1
63345,979242,Extremely Low Income,15
63345,979242,Low Income,113
63345,979242,Other,1
63345,979242,Very Low Income,15
63367,982777,Extremely Low Income,71
63367,982777,Low Income,45
63367,982777,Other,1
63734,927013,Extremely Low Income,88
63734,927013,Other,1
63751,927005,Extremely Low Income,16
63751,927005,Low Income,97
63751,927005,Moderate Income,23
63751,927005,Other,1
63751,927005,Very Low Income,15
63760,977463,Low Income,29
63760,977463,Other,1
63760,977463,Very Low Income,9
63761,1000088,Extremely Low Income,20
63761,1000088,Low Income,193
63761,1000088,Moderate Income,134
63761,1000088,Other,1
63761,1000088,Very Low Income,39
63763,984726,Extremely Low Income,90
63763,984726,Low Income,244
63763,984726,Moderate Income,22
63763,984726,Other,1
63763,984726,Very Low Income,89
63764,1000227,Extremely Low Income,94
63764,1000227,Low Income,148
63764,1000227,Moderate Income,39
63764,1000227,Other,1
63764,1000227,Very Low Income,94
63769,976030,Extremely Low Income,38
63769,976030,Low Income,59
63769,976030,Other,1
63769,976030,Very Low Income,2
63771,984735,Extremely Low Income,46
63771,984735,Low Income,32
63771,984735,Other,1
63771,984735,Very Low Income,29
63772,975365,Extremely Low Income,163
63772,975365,Low Income,162
63772,975365,Moderate Income,108
63772,975365,Other,1
63772,975365,Very Low Income,108
63774,997258,Extremely Low Income,42
63774,997258,Low Income,49
63774,997258,Other,1
63774,997258,Very Low Income,24
63775,957258,Extremely Low Income,26
63775,957258,Low Income,75
63775,957258,Other,1
63775,957258,Very Low Income,25
63776,991993,Extremely Low Income,53
63776,991993,Low Income,103
63776,991993,Other,1
63776,991993,Very Low Income,51
63777,990467,Extremely Low Income,11
63777,990467,Low Income,23
63777,990467,Moderate Income,58
63777,990467,Very Low Income,23
63777,985431,Extremely Low Income,19
63777,985431,Low Income,37
63777,985431,Moderate Income,90
63777,985431,Very Low Income,37
63777,985432,Extremely Low Income,14
63777,985432,Low Income,28
63777,985432,Moderate Income,72
63777,985432,Other,1
63777,985432,Very Low Income,29
63799,989112,Extremely Low Income,18
63799,989112,Low Income,44
63799,989112,Moderate Income,15
63799,989112,Other,1
63799,989112,Very Low Income,17
63800,983972,Extremely Low Income,69
63800,983972,Low Income,37
63800,983972,Other,1
63800,983972,Very Low Income,8
63808,37054,Extremely Low Income,14
63808,37054,Low Income,29
63808,37054,Other,1
63808,37054,Very Low Income,76
63877,997082,Extremely Low Income,114
63877,997082,Other,1
63880,984611,Extremely Low Income,46
63880,984611,Low Income,74
63880,984611,Other,1
63880,984611,Very Low Income,40
63886,998370,Extremely Low Income,10
63886,998370,Low Income,53
63886,998370,Other,1
63886,998370,Very Low Income,44
63913,995417,Low Income,28
63913,995417,Middle Income,46
63913,995417,Other,1
63913,995417,Very Low Income,19
63933,992262,Extremely Low Income,43
63933,992262,Low Income,16
63933,992262,Other,1
63933,992262,Very Low Income,11
63941,5713,Extremely Low Income,160
63941,5713,Low Income,3
63941,5713,Moderate Income,6
63941,5713,Other,1
63941,5713,Very Low Income,13
63968,989032,Extremely Low Income,9
63968,989032,Low Income,13
63968,989032,Moderate Income,10
63968,989032,Other,1
63968,989032,Very Low Income,4
63974,972163,Extremely Low Income,88
63974,972163,Low Income,69
63974,972163,Moderate Income,139
63974,972163,Other,1
63974,972163,Very Low Income,51
64027,988996,Extremely Low Income,83
64027,988996,Low Income,86
64027,988996,Moderate Income,52
64027,988996,Other,1
64027,988996,Very Low Income,54
64027,988996,Extremely Low Income,25
64027,988996,Low Income,22
64027,988996,Moderate Income,20
64027,988996,Very Low Income,18
64232,982787,Extremely Low Income,18
64232,982787,Low Income,80
64232,982787,Other,1
64232,982787,Very Low Income,74
64232,988401,Extremely Low Income,7
64232,988401,Low Income,46
64232,988401,Very Low Income,27
64252,984242,Extremely Low Income,48
64252,984242,Low Income,138
64252,984242,Other,1
64252,984242,Very Low Income,48
64383,185836,Extremely Low Income,60
64383,185836,Low Income,117
64383,185836,Other,1
64383,185836,Very Low Income,58
64390,10770,Extremely Low Income,20
64390,10768,Extremely Low Income,2
64390,10768,Very Low Income,11
64390,10772,Extremely Low Income,11
64390,10772,Very Low Income,8
64390,10773,Very Low Income,15
64390,10766,Extremely Low Income,20
64390,10766,Very Low Income,2
64390,10756,Extremely Low Income,13
64390,10756,Very Low Income,4
64390,10569,Extremely Low Income,14
64390,10569,Very Low Income,3
64390,10537,Very Low Income,10
64390,10557,Extremely Low Income,15
64390,10557,Very Low Income,1
64390,10659,Extremely Low Income,6
64390,10659,Very Low Income,9
64390,10755,Extremely Low Income,2
64390,10755,Very Low Income,17
64390,10765,Extremely Low Income,13
64390,10765,Very Low Income,4
64390,10757,Extremely Low Income,12
64390,10757,Very Low Income,3
64390,10580,Extremely Low Income,17
64390,10580,Very Low Income,1
64390,10759,Extremely Low Income,12
64390,10759,Very Low Income,10
64390,10582,Extremely Low Income,10
64390,10582,Very Low Income,3
64390,10763,Extremely Low Income,13
64390,10763,Very Low Income,1
64390,10660,Extremely Low Income,13
64390,1564,Very Low Income,4
64390,28370,Extremely Low Income,3
64390,28370,Very Low Income,7
64390,10761,Extremely Low Income,7
64390,10761,Very Low Income,11
64399,806980,Extremely Low Income,11
64399,806980,Low Income,69
64399,806980,Other,1
64399,806980,Very Low Income,76
64399,113491,Extremely Low Income,10
64399,113491,Low Income,70
64399,113491,Other,1
64399,113491,Very Low Income,76
64406,989393,Extremely Low Income,62
64406,989393,Low Income,136
64406,989393,Other,1
64406,989393,Very Low Income,51
64415,991879,Very Low Income,8
64415,991873,Extremely Low Income,4
64415,991873,Very Low Income,4
64415,991877,Extremely Low Income,5
64415,991877,Very Low Income,3
64415,991865,Extremely Low Income,3
64415,991865,Very Low Income,5
64415,991862,Low Income,8
64415,991863,Extremely Low Income,4
64415,991863,Very Low Income,4
64415,991874,Low Income,8
64415,991859,Extremely Low Income,6
64415,991859,Very Low Income,2
64415,991869,Low Income,8
64415,991868,Low Income,8
64415,991882,Low Income,8
64415,991860,Very Low Income,8
64415,991883,Extremely Low Income,6
64415,991883,Very Low Income,2
64415,991875,Extremely Low Income,4
64415,991875,Very Low Income,4
64415,991851,Low Income,8
64415,991864,Low Income,8
64415,991858,Low Income,8
64415,991866,Low Income,8
64415,991885,Extremely Low Income,5
64415,991885,Very Low Income,3
64415,991887,Extremely Low Income,5
64415,991887,Very Low Income,3
64415,991870,Extremely Low Income,5
64415,991870,Very Low Income,3
64415,991880,Low Income,7
64415,991880,Other,1
64415,991884,Low Income,8
64415,991889,Low Income,8
64415,991886,Low Income,8
64415,991867,Extremely Low Income,6
64415,991867,Very Low Income,2
64415,991881,Extremely Low Income,4
64415,991881,Very Low Income,4
64415,991872,Low Income,8
64415,991876,Low Income,8
64415,991861,Extremely Low Income,5
64415,991861,Very Low Income,3
64436,984306,Extremely Low Income,28
64436,984306,Low Income,75
64436,984306,Other,1
64436,984306,Very Low Income,31
64436,984306,Extremely Low Income,23
64436,984306,Low Income,67
64436,984306,Other,1
64436,984306,Very Low Income,32
64436,984306,Extremely Low Income,15
64436,984306,Low Income,35
64436,984306,Very Low Income,18
64492,874245,Extremely Low Income,6
64492,874245,Low Income,36
64492,874245,Very Low Income,30
64543,6567,Moderate Income,9
64543,11581,Moderate Income,21
64543,11701,Moderate Income,14
64608,976722,Extremely Low Income,16
64608,976722,Low Income,19
64608,976722,Moderate Income,43
64608,976722,Other,1
64608,976722,Very Low Income,25
64671,983110,Low Income,4
64671,983110,Moderate Income,31
64671,983110,Other,1
64689,994121,Moderate Income,31
64689,994120,Moderate Income,21
64736,979673,Extremely Low Income,41
64736,979673,Very Low Income,27
64745,927166,Extremely Low Income,8
64745,927166,Low Income,14
64745,927166,Moderate Income,15
64745,927166,Other,1
64745,927166,Very Low Income,7
64756,89504,Low Income,3
64756,89504,Very Low Income,4
64756,89505,Low Income,1
64756,89505,Other,1
64756,89505,Very Low Income,5
64756,89506,Low Income,4
64756,89506,Very Low Income,3
64796,32960,Low Income,10
64796,32960,Very Low Income,281
64828,989272,Extremely Low Income,57
64828,989272,Other,1
64829,989273,Extremely Low Income,79
64829,989273,Other,1
64885,983133,Extremely Low Income,67
64885,983133,Low Income,320
64885,983133,Other,2
64885,983133,Very Low Income,68
64886,996947,Extremely Low Income,89
64886,996947,Low Income,176
64886,996947,Other,1
64886,996947,Very Low Income,88
65054,119102,Low Income,18
65054,119102,Other,1
65054,119102,Very Low Income,30
65054,66100,Extremely Low Income,3
65054,66100,Low Income,10
65054,66100,Very Low Income,11
65054,806197,Low Income,48
65054,806197,Other,1
65054,806197,Very Low Income,62
65054,115524,Extremely Low Income,12
65054,115524,Low Income,11
65054,115524,Other,1
65054,115524,Very Low Income,2
65054,97470,Low Income,14
65054,97470,Other,1
65054,97470,Very Low Income,27
65054,119100,Low Income,12
65054,119100,Very Low Income,17
65054,119086,Low Income,13
65054,119086,Other,1
65054,119086,Very Low Income,17
65054,83651,Low Income,20
65054,83651,Other,1
65054,83651,Very Low Income,18
65054,119099,Low Income,8
65054,119099,Other,1
65054,119099,Very Low Income,20
65054,65840,Extremely Low Income,7
