ProjectID,BuildingID,BedroomSize,MaxAllowableIncome,TotalUnits,MedianInitialLegalRent,HighInitialLegalRent,LowInitialLegalRent,MedianActualRent,HighActualRent,LowActualRent
65054,119102,1-BR,66%-70%,6,1117,1117,1117,864.5,1092,751
65054,119102,2-BR,66%-70%,7,1350,1350,1350,1045,1193,929
65054,119102,3-BR,66%-70%,9,1553,1553,1553,1367,1527,1135
65054,66100,1-BR,66%-70%,8,1117,1117,1117,863,1109,729
65054,806197,1-BR,66%-70%,35,1117,1117,1117,895,1102,740
65054,806197,2-BR,66%-70%,22,1350,1350,1350,1053,1332,919
65054,806197,3-BR,66%-70%,12,1553,1553,1553,1245,1545,1188
65054,806197,STUDIO,66%-70%,6,884,884,884,890.5,1022,693
48928,806181,2-BR,Other,1,,,,,,
65054,115524,1-BR,66%-70%,5,1117,1117,1117,1036,1146,809
65054,115524,2-BR,66%-70%,2,1350,1350,1350,1204.5,1215,1194
65054,97470,1-BR,66%-70%,1,1117,1117,1117,874,874,874
65054,97470,2-BR,66%-70%,13,1350,1350,1350,1010,1296,911
65054,97470,3-BR,66%-70%,6,1553,1553,1553,1298.5,1526,1094
65054,119100,1-BR,66%-70%,3,1117,1117,1117,940,1103,735
65054,119100,2-BR,66%-70%,11,1350,1350,1350,1044,1286,951
65054,119100,3-BR,66%-70%,1,1553,1553,1553,1428,1428,1428
65054,119086,1-BR,66%-70%,2,1117,1117,1117,1021.5,1109,934
65054,119086,2-BR,66%-70%,6,1350,1350,1350,1081,1218,930
65054,119086,3-BR,66%-70%,5,1553,1553,1553,1388,1518,1085
65054,83651,1-BR,66%-70%,6,1117,1117,1117,867.5,1110,782
65054,83651,2-BR,66%-70%,8,1350,1350,1350,1084,1343,920
65054,83651,3-BR,66%-70%,4,1553,1553,1553,1204,1358,1102
65054,83651,4-BR,66%-70%,1,1738,1738,1738,1278,1278,1278
65054,119099,1-BR,66%-70%,2,1117,1117,1117,848.5,951,746
65054,119099,2-BR,66%-70%,10,1350,1350,1350,1056,1283,888
65054,119099,3-BR,66%-70%,3,1553,1553,1553,1453,1483,1085
65054,65840,1-BR,66%-70%,22,1117,1117,1117,893.5,1111,727
65054,65840,2-BR,66%-70%,3,1350,1350,1350,1135,1236,899
65054,66071,1-BR,66%-70%,4,1117,1117,1117,928,1028,755
65054,66071,2-BR,66%-70%,10,1350,1350,1350,1087.5,1272,955
65054,66071,3-BR,66%-70%,2,1553,1553,1553,1301.5,1469,1134
65054,97472,1-BR,66%-70%,3,1117,1117,1117,978,983,851
65054,97472,2-BR,66%-70%,7,1350,1350,1350,1301,1348,1003
65054,97472,3-BR,66%-70%,7,1553,1553,1553,1185,1380,1024
65054,74425,1-BR,66%-70%,1,1117,1117,1117,966,966,966
65054,74425,2-BR,66%-70%,7,1350,1350,1350,1157,1311,916
65054,74425,3-BR,66%-70%,2,1553,1553,1553,1331.5,1483,1180
65298,985028,1-BR,66%-70%,20,1298,1298,1298,1239,1239,1239
65298,985028,2-BR,66%-70%,19,1567,1567,1567,1496,1496,1496
65298,985028,3-BR,66%-70%,5,1803,1803,1803,1722,1722,1722
65298,985028,STUDIO,66%-70%,6,1027,1027,1027,980,980,980
65599,77389,2-BR,66%-70%,1,,,,1581,1581,1581
66144,57063,3-BR,66%-70%,3,,,,,,
66144,57062,3-BR,66%-70%,1,,,,,,
66144,66001,1-BR,66%-70%,1,,,,,,
66144,66001,3-BR,66%-70%,2,,,,,,
66144,74464,2-BR,66%-70%,1,,,,,,
66144,74464,3-BR,66%-70%,2,,,,,,
66144,57059,1-BR,66%-70%,1,,,,,,
66144,57059,2-BR,66%-70%,2,,,,,,
66558,300675,1-BR,66%-70%,1,,,,,,
66558,300675,2-BR,66%-70%,1,,,,,,
66644,985451,1-BR,66%-70%,11,,,,,,
66644,985451,2-BR,66%-70%,4,,,,,,
66644,985451,3-BR,66%-70%,6,,,,,,
66644,985451,STUDIO,66%-70%,2,,,,,,
66805,452,2-BR,66%-70%,1,,,,1428,1428,1428
66982,99135,1-BR,66%-70%,1,1246,1246,1246,1246,1246,1246
66982,99135,3-BR,66%-70%,1,1787,1787,1787,1787,1787,1787
44282,973906,1-BR,71%-80%,21,,,,,,
44282,973906,2-BR,71%-80%,12,,,,,,
44282,973906,STUDIO,71%-80%,15,,,,,,
44288,947359,2-BR,71%-80%,3,,,,,,
44288,946784,2-BR,71%-80%,4,,,,,,
44288,947360,2-BR,71%-80%,4,,,,,,
44288,947361,2-BR,71%-80%,4,,,,,,
44306,926973,3-BR,71%-80%,2,1649,1649,1649,1649,1649,1649
44324,927213,1-BR,71%-80%,9,1208,1208,1208,1208,1208,1208
44324,927213,2-BR,71%-80%,10,1458,1458,1458,1458,1458,1458
44324,927213,3-BR,71%-80%,1,1683,1683,1683,1683,1683,1683
44324,927213,STUDIO,71%-80%,2,958,958,958,958,958,958
44332,973751,1-BR,71%-80%,1,,,,,,
44332,973751,2-BR,71%-80%,6,,,,,,
44332,973751,3-BR,71%-80%,3,,,,,,
44332,973750,1-BR,71%-80%,3,,,,,,
44332,973750,2-BR,71%-80%,3,,,,,,
44332,973750,3-BR,71%-80%,1,,,,,,
44332,975662,1-BR,71%-80%,2,,,,,,
44332,975662,2-BR,71%-80%,6,,,,,,
44339,974382,1-BR,71%-80%,10,,,,,,
44339,974382,2-BR,71%-80%,28,,,,,,
44339,974382,3-BR,71%-80%,3,,,,,,
44339,974382,STUDIO,71%-80%,5,,,,,,
45265,38135,1-BR,71%-80%,4,,,,,,
45265,38135,2-BR,71%-80%,3,,,,,,
45265,38122,1-BR,71%-80%,4,,,,,,
45265,38122,2-BR,71%-80%,2,,,,,,
45265,38122,3-BR,71%-80%,2,,,,,,
47767,49424,1-BR,71%-80%,2,800,900,700,,,
47767,49424,2-BR,71%-80%,8,850,1000,850,885,900,870
47767,49424,STUDIO,71%-80%,5,500,500,500,,,
47767,49429,2-BR,71%-80%,9,850,1125,850,,,
47767,49429,3-BR,71%-80%,9,1000,1000,1000,1300,1300,1300
47767,70671,1-BR,71%-80%,1,900,900,900,,,
47767,70671,2-BR,71%-80%,5,1125,1125,1125,,,
47767,70287,1-BR,71%-80%,5,900,900,900,,,
47767,70287,2-BR,71%-80%,2,1125,1125,1125,,,
47861,396594,2-BR,71%-80%,2,,,,,,
47888,20827,3-BR,71%-80%,4,2189,2189,2189,2189,2189,2189
47960,51236,2-BR,71%-80%,4,1066,1149,844,979.5,1149,844
47960,59221,2-BR,71%-80%,2,274.5,275,274,290.5,295,286
48014,113781,1-BR,71%-80%,9,,,,,,
48014,113781,2-BR,71%-80%,3,,,,,,
48014,113781,STUDIO,71%-80%,2,,,,,,
48014,88674,2-BR,71%-80%,1,,,,,,
48014,88674,3-BR,71%-80%,1,,,,,,
48014,88674,4-BR,71%-80%,14,,,,,,
48254,316613,1-BR,71%-80%,3,790,790,790,,,
48254,316613,2-BR,71%-80%,3,956,956,956,,,
48254,316613,3-BR,71%-80%,5,1100,1100,1100,,,
48254,316613,4-BR,71%-80%,1,1232,1232,1232,,,
48621,120999,1-BR,71%-80%,4,,,,,,
48621,120999,2-BR,71%-80%,1,,,,,,
48621,120994,2-BR,71%-80%,3,,,,,,
48621,100201,3-BR,71%-80%,2,,,,,,
48624,330826,2-BR,71%-80%,4,,,,,,
48624,376539,2-BR,71%-80%,3,,,,,,
48624,366365,2-BR,71%-80%,4,,,,,,
48624,376557,1-BR,71%-80%,10,,,,,,
48624,376557,2-BR,71%-80%,2,,,,,,
48624,376557,3-BR,71%-80%,1,,,,,,
48624,376543,1-BR,71%-80%,4,,,,,,
48624,376543,2-BR,71%-80%,2,,,,,,
48626,197987,1-BR,71%-80%,5,,,,1107,1107,426
48626,197987,STUDIO,71%-80%,1,,,,877,877,877
48626,214946,1-BR,71%-80%,1,,,,1400,1400,1400
48626,214946,STUDIO,71%-80%,2,,,,727,1190,264
48626,363723,3-BR,71%-80%,5,,,,1541,1541,373
48683,18990,2-BR,71%-80%,7,,,,995,1099,920
48683,18986,2-BR,71%-80%,10,,,,1009.5,1263,875
48683,18986,3-BR,71%-80%,3,,,,962,1135,935
48730,118661,1-BR,71%-80%,7,,,,,,
48732,43250,1-BR,71%-80%,5,,,,,,
48732,43250,2-BR,71%-80%,17,,,,,,
48732,43250,3-BR,71%-80%,4,,,,,,
48733,386227,1-BR,71%-80%,2,,,,,,
48733,386227,2-BR,71%-80%,2,,,,,,
48735,39419,1-BR,71%-80%,6,635,848,585,,,
48735,1327,2-BR,71%-80%,4,430.5,907,260,,,
48735,20752,1-BR,71%-80%,4,613,681,511,,,
48735,20752,2-BR,71%-80%,3,779,816,774,,,
48735,20752,STUDIO,71%-80%,4,548.5,1040,493,,,
48746,353050,2-BR,71%-80%,4,,,,,,
48746,353050,3-BR,71%-80%,5,,,,,,
48748,381140,3-BR,71%-80%,4,,,,,,
48753,89051,3-BR,71%-80%,6,,,,,,
48753,89051,STUDIO,71%-80%,1,,,,,,
48877,951041,3-BR,71%-80%,1,,,,,,
48877,951391,3-BR,71%-80%,1,,,,,,
48877,951325,3-BR,71%-80%,1,,,,,,
48877,951079,3-BR,71%-80%,1,,,,,,
48877,951323,3-BR,71%-80%,1,,,,,,
48877,951326,3-BR,71%-80%,1,,,,,,
48877,951390,3-BR,71%-80%,1,,,,,,
48877,951389,3-BR,71%-80%,1,,,,,,
48877,951322,3-BR,71%-80%,1,,,,,,
48877,951031,3-BR,71%-80%,1,,,,,,
48877,951047,3-BR,71%-80%,1,,,,,,
48877,951039,3-BR,71%-80%,1,,,,,,
48877,951081,3-BR,71%-80%,1,,,,,,
48877,951083,3-BR,71%-80%,1,,,,,,
48877,951024,3-BR,71%-80%,1,,,,,,
48877,951321,3-BR,71%-80%,1,,,,,,
48877,951035,3-BR,71%-80%,1,,,,,,
48877,951320,3-BR,71%-80%,1,,,,,,
48877,951045,3-BR,71%-80%,1,,,,,,
48877,951324,3-BR,71%-80%,1,,,,,,
48877,951388,3-BR,71%-80%,1,,,,,,
48877,951037,3-BR,71%-80%,1,,,,,,
48877,951043,3-BR,71%-80%,1,,,,,,
48877,951392,3-BR,71%-80%,1,,,,,,
48877,951319,3-BR,71%-80%,1,,,,,,
48879,954108,1-BR,71%-80%,6,1135,1135,1135,1135,1135,1135
48879,954108,2-BR,71%-80%,7,1375,1375,1375,1375,1375,1375
48879,954108,3-BR,71%-80%,1,1581,1581,1581,1581,1581,1581
48879,954108,STUDIO,71%-80%,3,895,895,895,895,895,895
48891,88316,1-BR,71%-80%,6,,,,732,1121,556
48891,88316,2-BR,71%-80%,16,,,,986,1258,570
48891,88316,3-BR,71%-80%,5,,,,806,1160,654
48908,358597,3-BR,71%-80%,2,1722,1722,1722,,,
48908,330827,2-BR,71%-80%,4,1493,1493,1493,,,
48908,375049,3-BR,71%-80%,4,1722,1722,1722,,,
48908,352128,1-BR,71%-80%,1,1236,1236,1236,,,
48908,352128,2-BR,71%-80%,2,1493,1493,1493,,,
48908,330823,2-BR,71%-80%,1,1493,1493,1493,0,0,0
48908,375083,3-BR,71%-80%,2,1493,1493,1493,,,
49010,346924,2-BR,71%-80%,2,1416,1416,1416,,,
49276,944544,2-BR,71%-80%,6,1486,1486,1486,1433,1433,1433
49276,944544,3-BR,71%-80%,6,1709,1709,1709,1649,1649,1649
49281,550156,1-BR,71%-80%,4,908,908,908,249,269,213
49281,550156,2-BR,71%-80%,2,1098,1098,1098,263,331,195
49281,550156,STUDIO,71%-80%,1,716,716,716,716,716,716
49281,944555,1-BR,71%-80%,3,908,1069,908,,,
49281,944555,2-BR,71%-80%,2,1098,1098,1098,235,235,235
49517,945811,1-BR,71%-80%,28,,,,1214,1214,1214
49517,945811,2-BR,71%-80%,37,,,,1470,1470,1470
49517,945811,3-BR,71%-80%,5,,,,1692,1692,1692
49588,949027,STUDIO,71%-80%,11,950,1492,950,950,1492,950
49635,509831,2-BR,71%-80%,1,,,,,,
49635,611062,3-BR,71%-80%,1,,,,,,
49635,743473,3-BR,71%-80%,1,,,,,,
49635,611063,3-BR,71%-80%,1,,,,,,
49635,606930,3-BR,71%-80%,1,,,,,,
49635,524251,3-BR,71%-80%,1,,,,,,
49635,524259,3-BR,71%-80%,1,,,,,,
49635,544606,3-BR,71%-80%,1,,,,,,
49635,606794,3-BR,71%-80%,1,,,,,,
49635,607523,2-BR,71%-80%,1,,,,,,
49635,589793,3-BR,71%-80%,1,,,,,,
49938,947501,1-BR,71%-80%,5,,,,1178,1178,1178
49938,947501,2-BR,71%-80%,9,,,,1422,1422,1422
49938,947501,STUDIO,71%-80%,5,,,,1097,1097,1097
50104,927022,1-BR,71%-80%,19,1230,1230,1230,,,
50104,927022,2-BR,71%-80%,40,1486,1486,1486,,,
50104,927022,STUDIO,71%-80%,20,975,975,975,,,
50156,944796,1-BR,71%-80%,36,,,,,,
50156,944796,2-BR,71%-80%,38,,,,,,
50156,944796,3-BR,71%-80%,4,,,,,,
50156,944796,STUDIO,71%-80%,5,,,,,,
50206,330371,3-BR,71%-80%,1,1734,1734,1734,0,0,0
50206,330371,4-BR,71%-80%,1,1937,1937,1937,670,670,670
50206,287193,1-BR,71%-80%,3,1245,1245,1245,681,1031,562
50206,287193,2-BR,71%-80%,4,1501,1501,1501,324,943,0
50206,287193,3-BR,71%-80%,1,1734,1734,1734,816,816,816
50206,383480,1-BR,71%-80%,2,1245,1245,1245,714.5,721,708
50206,383480,2-BR,71%-80%,3,1501,1501,1501,733,1113,685
50206,383480,3-BR,71%-80%,2,1734,1734,1734,868,924,812
50206,383480,4-BR,71%-80%,1,1937,1937,1937,931,931,931
50206,330372,2-BR,71%-80%,1,1501,1501,1501,618,618,618
50206,351727,1-BR,71%-80%,1,1245,1245,1245,641,641,641
50206,351727,2-BR,71%-80%,2,1501,1501,1501,608,1216,0
50206,351727,3-BR,71%-80%,1,1734,1734,1734,613,613,613
50206,351727,4-BR,71%-80%,1,1937,1937,1937,0,0,0
50206,358230,2-BR,71%-80%,1,1501,1501,1501,0,0,0
50206,330373,4-BR,71%-80%,1,1937,1937,1937,0,0,0
50206,322130,1-BR,71%-80%,3,1245,1245,1245,337,870,0
50206,383478,1-BR,71%-80%,2,1245,1245,1245,327.5,655,0
50206,383478,2-BR,71%-80%,4,1501,1501,1501,946,1333,0
50206,383478,3-BR,71%-80%,1,1734,1734,1734,843,843,843
50294,87096,1-BR,71%-80%,1,,,,,,
50294,87096,2-BR,71%-80%,23,,,,,,
50294,87096,3-BR,71%-80%,7,,,,,,
50424,552683,3-BR,71%-80%,1,,,,,,
50424,594559,2-BR,71%-80%,1,,,,,,
50424,533227,2-BR,71%-80%,1,,,,,,
50424,531912,2-BR,71%-80%,1,,,,,,
50424,565015,3-BR,71%-80%,1,,,,,,
50424,529586,3-BR,71%-80%,1,,,,,,
50424,532963,2-BR,71%-80%,1,,,,,,
50424,553308,3-BR,71%-80%,1,,,,,,
50424,532806,2-BR,71%-80%,1,,,,,,
50497,806842,1-BR,71%-80%,10,,,,,,
50497,806842,2-BR,71%-80%,9,,,,,,
50497,806842,3-BR,71%-80%,2,,,,,,
50497,806842,STUDIO,71%-80%,2,,,,,,
50583,217149,1-BR,71%-80%,28,,,,850,850,850
50583,217149,2-BR,71%-80%,42,,,,1011,1011,1011
50583,217149,3-BR,71%-80%,28,,,,1178,1178,1178
50583,217149,STUDIO,71%-80%,14,,,,697,697,697
50801,6603,1-BR,71%-80%,10,1251,1350,1061,1028.5,1084,210
50801,6603,2-BR,71%-80%,6,1365,1893,1191,868,1589,767
50804,6529,2-BR,71%-80%,6,,,,,,
50804,6529,3-BR,71%-80%,5,,,,,,
50805,11576,2-BR,71%-80%,3,,,,,,
50806,11247,1-BR,71%-80%,6,,,,,,
50808,11113,4-BR,71%-80%,2,,,,,,
50820,11252,1-BR,71%-80%,3,,,,,,
50820,11252,2-BR,71%-80%,6,,,,,,
50820,11252,3-BR,71%-80%,3,,,,,,
50820,11252,STUDIO,71%-80%,3,,,,,,
50821,6426,3-BR,71%-80%,5,,,,,,
50942,964992,1-BR,71%-80%,1,1254,1254,1254,1254,1254,1254
50942,964992,2-BR,71%-80%,1,1511,1511,1511,1511,1511,1511
50942,964992,3-BR,71%-80%,1,1740,1740,1740,1740,1740,1740
50942,964992,STUDIO,71%-80%,1,996,996,996,996,996,996
50959,633908,1-BR,71%-80%,2,,,,1125,1150,1100
50959,633908,STUDIO,71%-80%,2,,,,1100,1100,1100
51056,211091,1-BR,71%-80%,2,,,,,,
51056,211091,3-BR,71%-80%,1,,,,,,
51123,967799,1-BR,71%-80%,3,,,,1208,1208,1208
51123,967799,2-BR,71%-80%,12,,,,1458,1458,1458
51123,967799,STUDIO,71%-80%,10,,,,790,957,790
51260,811255,3-BR,71%-80%,11,1825,1825,1825,1825,1825,1825
51260,811255,5-BR,71%-80%,2,2350,2350,2350,2350,2350,2350
51260,811254,2-BR,71%-80%,13,1658,1658,1658,1658,1658,1658
51260,811254,3-BR,71%-80%,18,1825,1825,1825,1825,1825,1825
51260,811254,4-BR,71%-80%,5,2100,2100,2100,2100,2100,2100
51260,811254,5-BR,71%-80%,7,2350,2350,2350,2350,2350,2350
51260,811250,3-BR,71%-80%,29,1825,2350,1658,1825,2350,1658
51260,811250,4-BR,71%-80%,1,2100,2100,2100,2100,2100,2100
51260,811256,3-BR,71%-80%,33,1825,1825,1825,1825,1825,1825
51260,811258,2-BR,71%-80%,94,1658,1658,1658,1658,1658,1658
51260,811258,3-BR,71%-80%,70,1825,1825,1658,1825,1825,1658
51260,811252,3-BR,71%-80%,14,1825,1825,1825,1825,1825,1825
51260,811252,4-BR,71%-80%,6,2100,2100,2100,2100,2100,2100
51260,811252,5-BR,71%-80%,7,2350,2350,2350,2350,2350,2350
51260,811858,1-BR,71%-80%,53,1400,1400,1400,1400,1400,1400
51260,811858,2-BR,71%-80%,70,1658,1658,1658,1658,1658,1658
49103,59514,2-BR,Other,1,,,,,,
51260,811858,STUDIO,71%-80%,24,1150,1150,1150,1150,1150,1150
51260,811253,1-BR,71%-80%,93,1400,1400,1400,1400,1400,1400
51260,811253,2-BR,71%-80%,68,1658,1658,1658,1658,1658,1658
51260,811257,3-BR,71%-80%,26,1825,1825,1825,1825,1825,1825
51260,811251,2-BR,71%-80%,13,1658,1658,1584,1658,1658,1584
51260,811251,3-BR,71%-80%,20,1825,1825,1825,1825,1825,1825
51260,811859,1-BR,71%-80%,50,1400,1400,1400,1400,1400,1400
51260,811859,2-BR,71%-80%,51,1658,1658,1658,1658,1658,1336
51260,811859,STUDIO,71%-80%,57,1150,1150,1150,1150,1150,1150
51300,631575,1-BR,71%-80%,38,,,,,,
51300,631575,2-BR,71%-80%,34,,,,,,
51300,631575,3-BR,71%-80%,7,,,,,,
51300,811186,1-BR,71%-80%,36,,,,,,
51300,811186,2-BR,71%-80%,40,,,,,,
51300,811186,3-BR,71%-80%,3,,,,,,
51378,381909,1-BR,71%-80%,3,,,,1236,1236,1236
51617,25490,1-BR,71%-80%,27,,,,888,1075,779
51617,25490,2-BR,71%-80%,3,,,,1166,1172,1074
51617,805099,1-BR,71%-80%,24,,,,897,962,855
51617,805099,2-BR,71%-80%,4,,,,1148.5,1276,1097
51617,805099,3-BR,71%-80%,3,,,,1330,1396,1330
51680,714354,1-BR,71%-80%,5,1190,1190,1190,1190,1190,1190
51680,714354,2-BR,71%-80%,1,1440,1440,1440,1440,1440,1440
51680,714354,3-BR,71%-80%,1,1664,1664,1664,1664,1664,1664
51719,878727,1-BR,71%-80%,7,1295,1295,1295,1254,1254,1254
51719,878727,2-BR,71%-80%,10,1553,1553,1553,1511,1511,1511
51868,977499,1-BR,71%-80%,25,1554,1554,1554,1375,1375,1375
51868,977499,2-BR,71%-80%,22,1874,1874,1874,1660,1660,1660
51868,977499,3-BR,71%-80%,12,2158,2158,2158,1910,1910,1910
51868,977499,STUDIO,71%-80%,21,1234,1234,1234,1091,1091,1091
51950,367956,2-BR,71%-80%,1,,,,,,
51950,595312,2-BR,71%-80%,1,,,,,,
51950,589736,3-BR,71%-80%,1,,,,,,
51950,690769,3-BR,71%-80%,1,,,,,,
51950,611866,2-BR,71%-80%,1,,,,,,
51950,591716,2-BR,71%-80%,1,,,,,,
51950,536580,2-BR,71%-80%,1,,,,,,
51950,543689,2-BR,71%-80%,1,,,,,,
51950,561639,2-BR,71%-80%,1,,,,,,
51950,679081,3-BR,71%-80%,1,,,,,,
51950,544663,3-BR,71%-80%,1,,,,,,
51950,572104,4-BR,71%-80%,1,,,,,,
51950,281922,2-BR,71%-80%,1,,,,,,
51950,324387,2-BR,71%-80%,1,,,,,,
51950,610826,2-BR,71%-80%,1,,,,,,
51950,550818,3-BR,71%-80%,1,,,,,,
51950,549840,2-BR,71%-80%,1,,,,,,
51950,583620,2-BR,71%-80%,1,,,,,,
51950,597082,3-BR,71%-80%,1,,,,,,
51950,532932,2-BR,71%-80%,1,,,,,,
52435,969128,1-BR,71%-80%,11,1254,1254,931,1254,1254,882
52662,92487,1-BR,71%-80%,3,1984,1984,1984,777,1268,735
52662,92487,2-BR,71%-80%,1,2386,2386,2386,928,928,928
52662,92487,STUDIO,71%-80%,2,1855,1855,1855,646,651,641
52662,90958,1-BR,71%-80%,7,1984,1984,1984,859,1147,683
52662,90958,2-BR,71%-80%,2,2386,2386,2386,1084,1088,1080
52662,90958,3-BR,71%-80%,1,2765,2765,2765,1851,1851,1851
52662,92486,1-BR,71%-80%,1,1984,1984,1984,837,837,837
52662,92486,2-BR,71%-80%,2,2386,2386,2386,952,966,938
52662,92484,1-BR,71%-80%,4,1984,1984,1984,936.5,1035,775
52662,92484,2-BR,71%-80%,4,2386,2386,2386,991,1534,653
52662,92484,STUDIO,71%-80%,1,1855,1855,1855,830,830,830
52701,127575,STUDIO,71%-80%,75,1029,1173,992,982,1049,625
52722,958049,1-BR,71%-80%,3,,,,1254,1254,882
52722,958049,2-BR,71%-80%,2,,,,1511,1511,1511
52722,958049,3-BR,71%-80%,2,,,,1740,1740,1740
52722,958049,STUDIO,71%-80%,1,,,,996,996,996
52722,975847,2-BR,71%-80%,2,,,,1511,1511,1511
52722,975847,3-BR,71%-80%,2,,,,1740,1740,1740
52733,4183,1-BR,71%-80%,1,1257,1257,1257,1257,1257,1257
52733,41409,1-BR,71%-80%,1,1200,1200,1200,1200,1200,1200
52733,4175,3-BR,71%-80%,1,1626,1626,1626,1626,1626,1626
52733,42408,1-BR,71%-80%,1,1257,1257,1257,1257,1257,1257
52733,7475,2-BR,71%-80%,1,1382,1382,1382,1382,1382,1382
52737,208755,2-BR,71%-80%,3,,,,940,1008,592
52737,371080,1-BR,71%-80%,1,,,,756,756,756
52737,211091,1-BR,71%-80%,2,,,,823,890,756
52737,211091,3-BR,71%-80%,1,,,,1019,1019,1019
52737,130217,1-BR,71%-80%,1,,,,715,715,715
52737,365968,3-BR,71%-80%,1,,,,1134,1134,1134
52737,128902,3-BR,71%-80%,3,,,,1188,1210,1162
52737,208752,1-BR,71%-80%,4,,,,815.5,917,717
52737,132750,1-BR,71%-80%,3,,,,911,912,838
52737,130195,2-BR,71%-80%,1,,,,980,980,980
52985,79168,1-BR,71%-80%,2,1246,1266,1226,1246,1266,1226
53010,378861,1-BR,71%-80%,8,,,,1055.5,1288,375
53180,977640,1-BR,71%-80%,21,1254,1254,1254,1250,1250,1250
53180,977640,2-BR,71%-80%,27,1511,1511,1511,1500,1500,1500
53180,977640,3-BR,71%-80%,7,1740,1904,1740,1740,1842,1740
53180,977640,STUDIO,71%-80%,10,996,996,996,966,966,966
53188,45564,1-BR,71%-80%,1,1236,1236,1236,612,612,612
53551,11564,1-BR,71%-80%,2,1254,1254,1254,768,768,768
53551,11564,2-BR,71%-80%,3,1511,1511,1511,929,929,929
53551,11564,3-BR,71%-80%,4,1740,1740,1740,1066,1066,1066
53551,11564,STUDIO,71%-80%,3,1168,1168,1168,715,715,715
53551,11998,1-BR,71%-80%,3,1254,1254,1254,768,768,768
53551,11998,2-BR,71%-80%,8,1511,1511,1511,929,929,929
53551,11998,STUDIO,71%-80%,3,1168,1168,1168,715,715,715
53680,985795,2-BR,71%-80%,1,,,,,,
53680,985805,2-BR,71%-80%,1,,,,,,
53680,985801,1-BR,71%-80%,1,,,,,,
53680,985801,2-BR,71%-80%,7,,,,,,
53680,985802,2-BR,71%-80%,1,,,,,,
53680,985799,1-BR,71%-80%,1,,,,,,
53680,985799,2-BR,71%-80%,7,,,,,,
53680,985797,2-BR,71%-80%,2,,,,,,
53680,985804,2-BR,71%-80%,2,,,,,,
53680,985800,1-BR,71%-80%,1,,,,,,
53680,985800,2-BR,71%-80%,1,,,,,,
53680,985791,2-BR,71%-80%,1,,,,,,
53680,985796,2-BR,71%-80%,1,,,,,,
53680,985796,STUDIO,71%-80%,1,,,,,,
53680,985789,3-BR,71%-80%,2,,,,,,
53680,985793,1-BR,71%-80%,1,,,,,,
53680,985793,2-BR,71%-80%,2,,,,,,
53680,985790,2-BR,71%-80%,2,,,,,,
53680,985786,2-BR,71%-80%,2,,,,,,
53680,985798,1-BR,71%-80%,1,,,,,,
53680,985798,2-BR,71%-80%,7,,,,,,
54360,979266,1-BR,71%-80%,1,,,,,,
54360,979266,2-BR,71%-80%,7,,,,,,
54360,979263,1-BR,71%-80%,1,,,,,,
54360,979263,2-BR,71%-80%,7,,,,,,
54360,979276,1-BR,71%-80%,1,,,,,,
54360,979276,2-BR,71%-80%,7,,,,,,
54360,979270,1-BR,71%-80%,1,,,,,,
54360,979270,2-BR,71%-80%,5,,,,,,
54360,979270,STUDIO,71%-80%,1,,,,,,
54360,979273,1-BR,71%-80%,1,,,,,,
54360,979273,2-BR,71%-80%,7,,,,,,
54360,979260,1-BR,71%-80%,1,,,,,,
54360,979260,2-BR,71%-80%,7,,,,,,
54377,,1-BR,71%-80%,3,,,,1509,1509,1509
54377,,2-BR,71%-80%,2,,,,1820,1820,1820
54377,,3-BR,71%-80%,3,,,,2096,2096,2096
54377,,STUDIO,71%-80%,2,,,,1197,1197,1197
54709,41416,2-BR,71%-80%,1,1981,1981,1981,802,802,802
54709,41416,3-BR,71%-80%,2,2299,2299,2299,804,831,777
54709,41422,2-BR,71%-80%,1,,,,766,766,766
54709,41422,3-BR,71%-80%,1,,,,659,659,659
54709,41418,2-BR,71%-80%,1,1981,1981,1981,638,638,638
54709,41418,3-BR,71%-80%,2,2140,2299,1981,922,1002,842
54709,41420,2-BR,71%-80%,1,634,634,634,610,610,610
54709,41420,3-BR,71%-80%,1,808,808,808,777,777,777
54709,41907,1-BR,71%-80%,1,665,665,665,709,709,709
54709,41907,2-BR,71%-80%,13,756.5,1091,583,767,1146,312
54709,41907,3-BR,71%-80%,2,935,1106,764,965.5,1136,795
54709,41904,1-BR,71%-80%,1,650,650,650,700,700,700
54709,41904,2-BR,71%-80%,12,762,1320,335,806.5,1373,361
54709,41904,3-BR,71%-80%,2,914,1014,814,984.5,1092,877
54838,573899,3-BR,71%-80%,1,,,,,,
54838,531492,3-BR,71%-80%,1,,,,,,
54838,560017,3-BR,71%-80%,1,,,,,,
54838,550452,2-BR,71%-80%,1,,,,,,
54838,557243,3-BR,71%-80%,1,,,,,,
54838,639912,3-BR,71%-80%,1,,,,,,
54838,547717,2-BR,71%-80%,1,,,,,,
54838,547748,2-BR,71%-80%,1,,,,,,
54838,548146,2-BR,71%-80%,1,,,,,,
54838,522494,3-BR,71%-80%,1,,,,,,
55223,979051,1-BR,71%-80%,26,,,,,,
55223,979051,2-BR,71%-80%,15,,,,,,
55263,966134,1-BR,71%-80%,7,,,,,,
55263,966134,2-BR,71%-80%,7,,,,,,
55403,42693,STUDIO,71%-80%,1,,,,,,
57536,930918,1-BR,71%-80%,1,,,,,,
57536,930918,2-BR,71%-80%,1,,,,,,
