Project ID,Project Name,Program Group,Project Start Date,Project Completion Date,Extended Affordability Only,Prevailing Wage Status,Planned Tax Benefit,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units,Senior Units
68726,SOUTHERN & WILLIS.YR15.FY23,Multifamily Finance Program,11/16/2022,,No,Non Prevailing Wage,Article XI,7,59,8,0,0,2,76,0,76,76,1
68733,OAK HALL.HRP.FY21,Multifamily Finance Program,12/14/2020,,No,Non Prevailing Wage,,34,31,9,0,0,0,74,0,74,74,0
68741,CAMBA. 261 EAST 202 ST & 270 EAST 203 ST,Multifamily Finance Program,12/17/2020,,No,Non Prevailing Wage,420c,226,64,31,0,0,2,323,0,323,323,0
68747,88 EAST 127TH STREET,Multifamily Incentives Program,02/03/2022,,No,Non Prevailing Wage,421a,0,32,0,0,8,0,40,0,40,160,0
68751,RYERSON TOWERS INC.HRP.FY23,Multifamily Finance Program,06/23/2023,,No,Non Prevailing Wage,,148,176,2,0,0,1,0,327,327,327,0
68766,GEEL. 3095.3101 WEBSTER AVENUE,Multifamily Finance Program,06/17/2022,,No,Non Prevailing Wage,420c,70,24,21,0,0,1,116,0,116,116,0
68781,WELLLIFE. 80-97 CYPRESS AVENUE,Multifamily Finance Program,09/17/2020,05/20/2022,No,Non Prevailing Wage,420c,40,0,26,0,0,0,66,0,66,66,0
68782,PRATT TOWERS INC.PLP.FY21,Multifamily Finance Program,12/10/2020,,No,Non Prevailing Wage,Article II,0,326,0,0,0,1,0,327,327,327,0
68783,123 WEST 183 HDFC,Multifamily Finance Program,07/01/2021,05/31/2022,Yes,Non Prevailing Wage,Article XI,100,4,0,0,0,1,105,0,105,105,104
68797,445 GERARD AVENUE,Multifamily Incentives Program,12/31/2020,,No,Non Prevailing Wage,421a,0,0,71,0,0,0,71,0,71,338,0
68803,TURIN HOUSE HDFC.PLP.FY22,Multifamily Finance Program,03/11/2022,,No,Non Prevailing Wage,Article XI,0,188,0,0,0,1,0,189,189,189,0
68808,HP 319-321 WEST 38TH STREET HDFC.HPO.FY22,Multifamily Finance Program,03/11/2022,,Yes,Non Prevailing Wage,Article XI,0,0,0,6,5,0,11,0,11,11,0
68810,215 AUDUBON AVENUE HDFC.GHPP.FY20,Multifamily Finance Program,12/02/2019,,No,Non Prevailing Wage,Article XI,24,19,3,0,0,1,47,0,47,47,6
68815,PROSPECT TRIANGLE.YR15.FY22,Multifamily Finance Program,06/30/2022,,No,Non Prevailing Wage,420c,0,46,77,1,0,0,124,0,124,124,5
68824,CONFIDENTIAL,Homeowner Assistance Program,07/19/2019,07/19/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68831,BANANA KELLY. BK CLUSTER. JOE NYC,Multifamily Finance Program,05/13/2021,,No,Non Prevailing Wage,421a,42,0,39,0,0,2,83,0,83,83,0
68832,HELP USA.HELP CLUSTER.NR REHAB,Multifamily Finance Program,07/08/2021,,No,Non Prevailing Wage,420a,48,0,43,0,0,3,94,0,94,94,0
68833,SETTLEMENT. SHF CLUSTER. NR REHAB,Multifamily Finance Program,09/22/2022,,No,Non Prevailing Wage,420a,93,7,110,14,0,4,228,0,228,228,0
68837,CONFIDENTIAL,Homeowner Assistance Program,07/31/2019,10/25/2019,No,Non Prevailing Wage,,2,0,0,0,0,0,0,2,2,2,2
68843,CONFIDENTIAL,Homeowner Assistance Program,07/10/2019,07/10/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68844,CONFIDENTIAL,Homeowner Assistance Program,07/19/2019,07/19/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68849,CONFIDENTIAL,Homeowner Assistance Program,07/24/2019,07/24/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68850,CONFIDENTIAL,Homeowner Assistance Program,07/31/2019,07/31/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68859,241 WEST 28TH STREET,Multifamily Incentives Program,10/15/2020,,No,Non Prevailing Wage,421a,0,0,144,0,0,0,144,0,144,480,0
68866,MAXWELL DEVELOPMENT LP.YR15.FY21,Multifamily Finance Program,12/31/2020,12/31/2020,Yes,Non Prevailing Wage,420c,52,125,17,1,0,5,200,0,200,200,21
68867,THE PEARL,Small Homes Program,01/26/2021,,No,Non Prevailing Wage,421a,0,0,6,14,0,0,20,0,20,20,0
68891,LITTLE ITALY RESTORATION APARTMENTS (L.I.R.A.),Multifamily Finance Program,11/19/2021,11/19/2021,Yes,Non Prevailing Wage,Article XI,128,11,8,2,0,3,152,0,152,152,10
68892,WEST END. 15 W 118TH ST,Multifamily Finance Program,08/25/2021,,No,Non Prevailing Wage,420c,50,0,0,0,0,1,51,0,51,51,0
68894,HP HUTCHINSON RIVER PARKWAY HDFC.HPO.FY20,Multifamily Finance Program,12/31/2019,12/31/2019,Yes,Non Prevailing Wage,Article XI,0,0,44,0,0,0,44,0,44,44,0
68906,CONFIDENTIAL,Homeowner Assistance Program,08/12/2019,10/18/2019,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,1
68914,CONFIDENTIAL,Homeowner Assistance Program,08/02/2019,12/02/2019,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,1
68917,CONFIDENTIAL,Homeowner Assistance Program,08/09/2019,08/09/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68918,CONFIDENTIAL,Homeowner Assistance Program,08/19/2019,08/19/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68920,CONFIDENTIAL,Homeowner Assistance Program,08/30/2019,08/30/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
68921,39-40 30TH STREET,Multifamily Incentives Program,05/14/2020,08/17/2022,No,Non Prevailing Wage,421a,0,0,19,0,0,0,19,0,19,103,0
68932,CONFIDENTIAL,Homeowner Assistance Program,08/23/2019,01/27/2020,No,Non Prevailing Wage,,0,3,0,0,0,0,0,3,3,3,1
68934,CONFIDENTIAL,Homeowner Assistance Program,08/28/2019,02/14/2020,No,Non Prevailing Wage,,0,0,0,4,0,0,0,4,4,4,1
68944,TQN1001 - 45-14 42ND STREET - UHAB,Multifamily Finance Program,06/24/2022,,No,Non Prevailing Wage,Article XI,0,20,0,0,0,0,20,0,20,20,0
68958,CONFIDENTIAL,Homeowner Assistance Program,09/11/2019,11/08/2019,No,Non Prevailing Wage,,1,0,0,0,0,0,0,1,1,1,1
68962,ELMCOR. 104-10 & 12 NORTHERN BLVD,Multifamily Finance Program,01/13/2022,,No,Non Prevailing Wage,420a,29,1,0,0,0,0,30,0,30,30,9
68968,EVERLASTING PINES HDFC,Multifamily Finance Program,07/01/2021,,No,Non Prevailing Wage,,86,1,0,0,0,1,88,0,88,88,87
69014,CONFIDENTIAL,Homeowner Assistance Program,09/17/2019,01/29/2020,No,Non Prevailing Wage,,0,0,2,0,0,0,0,2,2,2,1
69020,RECLAIM HDFC.YR15.FY21,Multifamily Finance Program,12/30/2020,,Yes,Non Prevailing Wage,420c,3,216,46,0,0,8,273,0,273,273,36
69042,DUNN. 401 CHESTER STREET. MARCUS GARVEY SENIORS,Multifamily Finance Program,04/29/2021,08/17/2023,No,Prevailing Wage,420c,156,0,0,0,0,1,157,0,157,157,156
69045,171 LINDEN BOULEVARD APARTMENTS,Multifamily Incentives Program,07/02/2019,03/18/2020,No,Non Prevailing Wage,421a,0,0,0,0,10,0,10,0,10,31,0
69046,ROGERS TOWER APARTMENTS,Multifamily Incentives Program,07/02/2019,10/11/2019,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,25,0
69047,22-22 STEINWAY STREET APARTMENTS,Multifamily Incentives Program,07/03/2019,02/20/2020,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,13,0
69048,846 QUINCY STREET APARTMENTS,Multifamily Incentives Program,07/03/2019,07/26/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69049,381 EAST 166TH STREET APARTMENTS,Multifamily Incentives Program,07/08/2019,07/17/2019,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
69050,152 WEST 140TH STREET,Multifamily Incentives Program,07/11/2019,12/23/2020,No,Non Prevailing Wage,421a,0,0,0,0,18,0,18,0,18,58,0
69051,142 MANHATTAN AVENUE APARTMENTS,Multifamily Incentives Program,07/12/2019,10/07/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69052,150 MESEROLE STREET,Multifamily Incentives Program,07/12/2019,07/12/2019,No,Non Prevailing Wage,421a,0,0,0,0,8,0,8,0,8,25,0
69053,850 FLATBUSH AVENUE,Multifamily Incentives Program,07/15/2019,07/17/2019,No,Non Prevailing Wage,421a,0,0,0,0,7,0,7,0,7,21,0
69054,860 EAST 35TH STREET APARTMENTS,Multifamily Incentives Program,07/16/2019,08/27/2019,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69055,862 EAST 35TH STREET APARTMENTS,Multifamily Incentives Program,07/16/2019,02/06/2020,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69056,229 WEST 136 STREET,Multifamily Incentives Program,07/17/2019,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69057,924 DEKALB AVENUE,Multifamily Incentives Program,07/17/2019,11/22/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69058,14 HAVENS PLACE APARTMENTS,Multifamily Incentives Program,07/19/2019,11/01/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69059,183 COVERT STREET APARTMENTS,Multifamily Incentives Program,07/19/2019,09/18/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69060,20-52 49TH STREET APARTMENTS,Multifamily Incentives Program,07/23/2019,08/27/2021,No,Non Prevailing Wage,421a,0,0,0,2,0,0,2,0,2,6,0
69061,170-19 89TH AVENUE,Multifamily Incentives Program,07/25/2019,10/01/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69062,127 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,07/26/2019,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69063,129 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,07/26/2019,02/04/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69064,1032 DEKALB AVENUE,Multifamily Incentives Program,07/29/2019,11/22/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69065,301 EAST 117TH STREET,Multifamily Incentives Program,07/31/2019,06/25/2020,No,Non Prevailing Wage,421a,0,0,0,0,4,0,4,0,4,12,0
69066,RESIDENCES AT THE GEMINI EAST,Multifamily Incentives Program,07/31/2019,05/28/2020,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
69067,RESIDENCES AT THE GEMINI WEST,Multifamily Incentives Program,08/01/2019,05/28/2020,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
69068,79-81 STANHOPE STREET APARTMENTS,Multifamily Incentives Program,08/02/2019,08/02/2019,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0
69069,366 STOCKTON STREET APARTMENTS,Multifamily Incentives Program,08/07/2019,08/07/2019,No,Non Prevailing Wage,421a,0,0,3,0,0,0,3,0,3,15,0
69070,236 STAGG STREET APARTMENTS,Multifamily Incentives Program,08/09/2019,01/19/2022,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,18,0
69071,2807 SNYDER AVENUE,Multifamily Incentives Program,08/13/2019,09/09/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69072,2809 SNYDER AVENUE,Multifamily Incentives Program,08/13/2019,09/09/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69073,WEX18 APARTMENTS,Multifamily Incentives Program,08/14/2019,12/20/2019,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,17,0
69074,969 57TH STREET,Multifamily Incentives Program,08/15/2019,06/04/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69075,223 MANHATTAN AVENUE,Multifamily Incentives Program,08/16/2019,12/17/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69076,260 KNICKERBOCKER AVENUE,Multifamily Incentives Program,08/16/2019,10/29/2021,No,Non Prevailing Wage,421a,0,0,0,0,16,0,16,0,16,53,0
69077,133-135 MESEROLE AVENUE APARTMENTS,Multifamily Incentives Program,08/19/2019,05/12/2020,No,Non Prevailing Wage,421a,0,0,2,0,0,0,2,0,2,10,0
69078,418 EAST 153RD STREET,Multifamily Incentives Program,08/19/2019,06/19/2020,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69079,1248 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,08/23/2019,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69080,1250 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,08/23/2019,04/28/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69081,52-22 ROOSEVELT AVENUE APARTMENTS,Multifamily Incentives Program,08/27/2019,01/19/2022,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69082,111 TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,08/28/2019,09/25/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69083,"ORCHARD, THE",Multifamily Incentives Program,08/28/2019,09/23/2020,No,Non Prevailing Wage,421a,0,0,3,0,6,0,9,0,9,29,0
69084,1610 NEW YORK AVENUE,Multifamily Incentives Program,08/29/2019,08/29/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69085,1612 NEW YORK AVENUE,Multifamily Incentives Program,08/29/2019,08/29/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69086,173 MORNINGSIDE AVENUE APARTMENTS,Multifamily Incentives Program,08/30/2019,02/26/2021,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69087,54 THROOP AVENUE APARTMENTS,Multifamily Incentives Program,08/30/2019,01/28/2020,No,Non Prevailing Wage,421a,0,0,5,0,0,0,5,0,5,24,0
69088,340 NEPTUNE AVENUE APARTMENTS,Multifamily Incentives Program,09/03/2019,11/13/2019,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
69089,3 WEST 128TH STREET,Multifamily Incentives Program,09/06/2019,10/18/2019,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
69091,1424 VYSE AVENUE APARTMENTS,Multifamily Incentives Program,09/06/2019,09/06/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,10,0
69092,219 SOUTH 3RD STREET,Multifamily Incentives Program,09/09/2019,10/30/2020,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,9,0
69093,3613 BARNES AVENUE APARTMENTS,Multifamily Incentives Program,09/09/2019,01/07/2020,No,Non Prevailing Wage,421a,0,0,0,0,2,0,2,0,2,6,0
69094,1507 NEW YORK AVENUE,Multifamily Incentives Program,09/19/2019,05/15/2020,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69095,1509 NEW YORK AVENUE,Multifamily Incentives Program,09/19/2019,10/15/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69096,141 METROPOLITAN AVENUE,Multifamily Incentives Program,09/30/2019,01/09/2020,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69097,3470 FORT INDEPENDENCE STREET,Multifamily Incentives Program,09/30/2019,11/26/2019,No,Non Prevailing Wage,421a,0,0,12,0,24,0,36,0,36,120,0
69099,VOA. 1746 ANDREWS AVENUE SOUTH,Multifamily Finance Program,03/31/2022,,No,Prevailing Wage,420c,117,0,0,0,0,1,118,0,118,118,117
69109,CONFIDENTIAL,Homeowner Assistance Program,09/30/2019,12/18/2020,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,1
69113,CONFIDENTIAL,Homeowner Assistance Program,09/23/2019,09/23/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69116,539 VANDERBILT AVENUE,Multifamily Incentives Program,05/12/2021,,No,Non Prevailing Wage,421a,0,0,54,0,0,0,54,0,54,264,0
69117,550 CLINTON AVENUE,Multifamily Incentives Program,05/12/2021,,No,Non Prevailing Wage,421a,0,0,5,0,0,0,5,0,5,20,0
69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,10/30/2019,10/30/2019,Yes,Non Prevailing Wage,Article IV,0,0,1159,431,0,0,1590,0,1590,1590,0
69119,322 GRAND CONCOURSE,Multifamily Incentives Program,06/09/2021,09/13/2023,No,Non Prevailing Wage,421a,0,0,25,0,0,0,25,0,25,151,0
69120,CONFIDENTIAL,Homeowner Assistance Program,09/25/2019,09/25/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69122,CONFIDENTIAL,Homeowner Assistance Program,09/06/2019,09/06/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69123,CONFIDENTIAL,Homeowner Assistance Program,09/26/2019,09/26/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69124,CONFIDENTIAL,Homeowner Assistance Program,09/30/2019,09/30/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69126,CONFIDENTIAL,Homeowner Assistance Program,09/30/2019,09/30/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69129,CONFIDENTIAL,Homeowner Assistance Program,10/04/2019,11/29/2019,No,Non Prevailing Wage,,0,2,0,0,0,0,0,2,2,2,1
69133,509 3RD AVENUE,Multifamily Incentives Program,10/28/2021,,No,Non Prevailing Wage,,0,23,23,0,12,0,58,0,58,229,0
69135,72-01 QUEENS BLVD,Multifamily Incentives Program,08/04/2021,,No,Non Prevailing Wage,421a,0,0,65,0,0,0,65,0,65,364,0
69140,FORDHAM BEDFORD.FB CLUSTER.NR REHAB,Multifamily Finance Program,06/25/2021,,No,Non Prevailing Wage,420a,58,0,55,0,0,2,115,0,115,115,0
69177,BAY TOWERS,Multifamily Finance Program,09/26/2019,,No,Non Prevailing Wage,,0,0,94,0,278,0,372,0,372,374,0
69178,840-50 ST MARKS AVE HDFC.HRP.FY22,Multifamily Finance Program,12/22/2021,,No,Non Prevailing Wage,Article XI,18,35,1,0,0,1,1,54,55,55,0
69182,664-672 BECK STREET HDFC.PLP.FY23,Multifamily Finance Program,12/22/2022,,No,Non Prevailing Wage,Article XI,82,1,0,0,0,1,84,0,84,84,32
69184,MARCUS GARVEY PHASE I- BUILDING F,Multifamily Incentives Program,12/18/2019,,No,Non Prevailing Wage,420c,9,80,84,0,0,0,173,0,173,174,0
69209,SURF GATE HDFC.YR15.FY24,Multifamily Finance Program,09/01/2023,,No,Prevailing Wage,420c,22,10,9,0,0,0,41,0,41,41,3
69210,CONFIDENTIAL,Homeowner Assistance Program,10/25/2019,01/31/2020,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,1
69217,SAMARITAN. SDV CLUSTER. NR REHAB,Multifamily Finance Program,06/30/2022,,No,Non Prevailing Wage,420a,63,0,62,0,0,1,126,0,126,126,0
69218,MHANY. MHANY CLUSTER. JOE NYC,Multifamily Finance Program,12/29/2021,,No,Non Prevailing Wage,420a,9,8,29,0,0,2,48,0,48,48,0
69221,963 ATLANTIC AVENUE,Multifamily Incentives Program,06/14/2021,,No,Non Prevailing Wage,421a,0,0,23,0,15,0,38,0,38,124,0
69230,55 SUFFOLK STREET,Multifamily Incentives Program,12/23/2020,,No,Non Prevailing Wage,421a,0,74,0,21,0,0,95,0,95,378,0
69234,CONFIDENTIAL,Homeowner Assistance Program,10/31/2019,10/31/2019,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
69235,CONFIDENTIAL,Homeowner Assistance Program,10/31/2019,10/31/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69237,CONFIDENTIAL,Homeowner Assistance Program,10/16/2019,10/16/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69238,CONFIDENTIAL,Homeowner Assistance Program,10/24/2019,10/24/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,12/30/2021,,No,Non Prevailing Wage,Article XI,17,142,55,0,0,5,219,0,219,219,38
69253,58 VANDERBILT AVENUE,Multifamily Incentives Program,10/19/2021,,No,Non Prevailing Wage,421a,0,9,9,5,0,0,23,0,23,90,0
69254,163-05 ARCHER AVENUE,Multifamily Incentives Program,04/09/2021,,No,Non Prevailing Wage,421a,0,0,30,0,0,0,30,0,30,605,0
69259,SUS. 1600 GRAND AVE. STARHILL PHASE I,Multifamily Finance Program,06/16/2022,,No,Non Prevailing Wage,420c,213,28,84,0,0,1,326,0,326,326,0
69261,BRIGHTON BEACH HDFC,Multifamily Finance Program,01/22/2021,05/01/2023,No,Non Prevailing Wage,,151,3,0,0,0,0,154,0,154,154,23
69270,CONFIDENTIAL,Homeowner Assistance Program,11/08/2019,02/21/2020,No,Non Prevailing Wage,,0,0,0,1,0,0,0,1,1,1,1
69280,1898 HARRISON AVENUE.GHPP.FY21,Multifamily Finance Program,06/30/2021,,No,Non Prevailing Wage,Article XI,1,38,14,0,0,1,54,0,54,54,20
69284,WHGA ROBINSON PARK HDFC.HPO.FY21 (SCHREIBER),Multifamily Finance Program,11/17/2020,,No,Non Prevailing Wage,Article XI,2,29,65,84,0,2,182,0,182,182,7
69285,3800 PUTNAM AVENUE GARDENS HDFC.HPO.FY21,Multifamily Finance Program,06/23/2021,06/23/2021,Yes,Non Prevailing Wage,Article XI,0,0,44,0,0,0,44,0,44,44,1
69286,BELMONT DANIEL.HPO.FY20,Multifamily Finance Program,07/02/2020,03/11/2021,No,Non Prevailing Wage,Article XI,0,8,100,3,0,1,112,0,112,112,18
69287,TRINITY HOUSE,Multifamily Finance Program,10/12/2022,,No,Non Prevailing Wage,Article II,30,121,0,9,0,1,161,0,161,200,62
69291,1700 HARRISON LLC.YR15.FY23,Multifamily Finance Program,12/14/2022,12/14/2022,No,Non Prevailing Wage,Article XI,0,45,33,0,0,1,79,0,79,79,6
69295,CONFIDENTIAL,Homeowner Assistance Program,11/26/2019,09/24/2020,No,Non Prevailing Wage,,0,0,0,2,0,0,0,2,2,2,1
69301,54 CROWN STREET,Multifamily Incentives Program,08/23/2023,,No,Non Prevailing Wage,421a,0,60,55,28,0,0,143,0,143,569,0
69305,3415 KNOX PLACE.GHPP.FY21,Multifamily Finance Program,12/31/2020,,No,Non Prevailing Wage,Article XI,0,2,22,0,0,1,25,0,25,25,4
69306,CONFIDENTIAL,Homeowner Assistance Program,11/05/2019,11/05/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69307,CONFIDENTIAL,Homeowner Assistance Program,11/14/2019,11/14/2019,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
69308,CONFIDENTIAL,Homeowner Assistance Program,11/21/2019,11/21/2019,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
69309,CONFIDENTIAL,Homeowner Assistance Program,11/27/2019,11/27/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69310,CONFIDENTIAL,Homeowner Assistance Program,11/27/2019,11/27/2019,No,Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69325,TBX1002-MBD,Multifamily Finance Program,12/22/2022,,No,Non Prevailing Wage,420c,16,29,23,0,0,2,70,0,70,70,2
69330,414 GERARD AVENUE,Multifamily Incentives Program,12/31/2020,,No,Non Prevailing Wage,421a,0,0,43,0,19,0,62,0,62,206,0
69331,3-11 27TH AVENUE,Multifamily Incentives Program,05/14/2021,,No,Non Prevailing Wage,421a,0,0,24,0,0,0,24,0,24,69,24
69334,CONFIDENTIAL,Homeowner Assistance Program,12/06/2019,12/06/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69335,CONFIDENTIAL,Homeowner Assistance Program,12/06/2019,12/06/2019,No,Non Prevailing Wage,,0,1,0,0,0,0,0,1,1,1,0
69336,CONFIDENTIAL,Homeowner Assistance Program,12/09/2019,12/09/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69337,CONFIDENTIAL,Homeowner Assistance Program,12/09/2019,12/09/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69338,CONFIDENTIAL,Homeowner Assistance Program,12/17/2019,12/17/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69339,CONFIDENTIAL,Homeowner Assistance Program,12/20/2019,12/20/2019,No,Non Prevailing Wage,,0,0,1,0,0,0,0,1,1,1,0
69341,743 LAFAYETTE AVENUE,Multifamily Incentives Program,10/03/2019,12/11/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69342,1969 HUGHES AVENUE,Multifamily Incentives Program,10/07/2019,01/07/2020,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,27,0
69343,340/342 RUTLAND ROAD,Multifamily Incentives Program,10/07/2019,03/05/2021,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,12,0
69344,188 HUMBOLDT STREET,Multifamily Incentives Program,10/15/2019,06/26/2020,No,Non Prevailing Wage,421a,0,0,0,0,17,0,17,0,17,55,0
69345,731 BEDFORD AVENUE,Multifamily Incentives Program,10/15/2019,01/22/2020,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,7,0
69346,2749 CRUGER AVENUE,Multifamily Incentives Program,10/16/2019,10/16/2019,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,16,0
69347,894/896/900 NEW YORK AVENUE,Multifamily Incentives Program,10/16/2019,11/22/2019,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,24,0
69348,62-41 FOREST AVENUE,Multifamily Incentives Program,10/21/2019,,No,Non Prevailing Wage,421a,0,0,0,0,13,0,13,0,13,42,0
69349,1030-1032 STEBBINS AVENUE APARTMENTS,Multifamily Incentives Program,10/24/2019,10/24/2019,No,Non Prevailing Wage,421a,0,0,0,0,6,0,6,0,6,20,0
69350,1068 PUTNAM AVENUE APARTMENTS,Multifamily Incentives Program,10/24/2019,,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69351,105-05 NORTHERN BOULEVARD,Multifamily Incentives Program,10/25/2019,10/25/2019,No,Non Prevailing Wage,421a,0,0,0,2,0,0,2,0,2,6,0
69352,348 NOSTRAND AVENUE,Multifamily Incentives Program,10/25/2019,03/25/2021,No,Non Prevailing Wage,421a,0,0,0,0,9,0,9,0,9,28,0
69353,86-57 MIDLAND PARKWAY APARTMENTS,Multifamily Incentives Program,10/31/2019,11/13/2020,No,Non Prevailing Wage,421a,0,0,0,0,5,0,5,0,5,15,0
69354,877 PARK AVENUE,Multifamily Incentives Program,11/06/2019,12/11/2019,No,Non Prevailing Wage,421a,0,0,0,0,3,0,3,0,3,8,0
69355,GOODWILL TERRACE,Multifamily Finance Program,12/23/2019,10/26/2022,No,Non Prevailing Wage,,0,0,0,201,0,1,202,0,202,202,0
